,SMILES,RT,Speed,i-PrOH_proportion,Literature
2805,CCC(CC)(CC[C@]1(C)COc2cc(F)ccc12)CC(=O)c3ccccc3,18.1,0.5,0.01,10.1021/acs.orglett.1c03739
2806,Cc1ccc(cc1)[S](=O)(=O)n2c3C[C@@]4(C[C@@H](C=C4)c3c5cc(F)cc(F)c25)C(=O)OCc6ccccc6,24.2,0.8,0.1,10.1021/acs.orglett.0c04030
2807,COC(=O)c1ccc(cc1)[C@@H](c2ccc(C)cc2)C(F)(F)F,14.53,0.8,0.03,10.1002/anie.202008262
2808,COC(=O)c1ccc(cc1)[C@H](c2ccc(C)cc2)C(F)(F)F,18.11,0.8,0.03,10.1002/anie.202008262
2809,Cc1ccc(cc1)\C=C\2CC[C@H]2O,15.175,0.8,0.05,10.1021/acs.orglett.9b01514
2810,Cc1ccc(cc1)\C=C\2CC[C@@H]2O,18.168,0.8,0.05,10.1021/acs.orglett.9b01514
2811,CCOC(=O)[C@@H]1c2ccccc2C(=O)N3[C@]1(C(=O)OCC)c4cccc(c4[S]3(=O)=O)C(F)(F)F,12.2,0.5,0.05,10.1021/acs.orglett.1c02676
2812,CN1C(=O)[C@]2(CCC(=O)c3ccccc23)c4ccccc14,13.3,0.6,0.1,10.1021/acscatal.1c05008
2813,CN1C(=O)[C@@]2(CCC(=O)c3ccccc23)c4ccccc14,18.2,0.6,0.1,10.1021/acscatal.1c05008
2814,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccc(C)cc2,13.3,1.0,0.2,10.6023/A16070358
2815,CCOC(=O)[C@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccc(C)cc2,18.2,1.0,0.2,10.6023/A16070358
2816,COc1ccc(CN2C[C@](C)(CC#CCCl)c3ccccc3C2=O)cc1,14.8,1.0,0.1,10.1002/anie.201913367
2817,COc1ccc(CN2C[C@@](C)(CC#CCCl)c3ccccc3C2=O)cc1,18.2,1.0,0.1,10.1002/anie.201913367
2818,COC(=O)[C@@](C)(N)[C@H](C=C)c1ccc(Br)cc1,19.8,1.0,0.05,10.1021/jacs.8b00187
2819,C[S](=O)(=O)N1[C@H](C=Cc2cc(Cl)ccc12)c3ccccc3,20.1,0.5,0.15,10.1002/anie.201909479
2820,C[S](=O)(=O)N1[C@@H](C=Cc2cc(Cl)ccc12)c3ccccc3,18.2,0.5,0.15,10.1002/anie.201909479
2821,CO[P@](=O)(c1ccccc1O)c2ccccc2OC(=O)c3cccc4ccccc34,24.3,0.7,0.2,10.1021/jacs.6b04624
2822,CO[P@@](=O)(c1ccccc1O)c2ccccc2OC(=O)c3cccc4ccccc34,18.2,0.7,0.2,10.1021/jacs.6b04624
2823,C[C@@H](N[S](=O)(=O)c1ccc(C)cc1)[C@@H](Sc2sc3ccccc3n2)c4ccccc4,29.6,1.0,0.2,10.1021/acs.orglett.0c04074
2824,CC[C@@]1(N[S](=O)(=O)c2ccccc12)c3ccccc3,15.6,0.5,0.5,10.1002/anie.201302861
2825,CC[C@]1(N[S](=O)(=O)c2ccccc12)c3ccccc3,18.3,0.5,0.5,10.1002/anie.201302861
2826,C[C@]1(CC=Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4ccccc14,15.7,1.0,0.1,10.1021/acs.orglett.1c00974
2827,C[C@@]1(CC=Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4ccccc14,18.3,1.0,0.1,10.1021/acs.orglett.1c00974
2828,CCCOC(=O)[C@@]1(N[S](=O)(=O)Oc2ccccc12)\C=C\c3ccccc3,16.6,1.0,0.1,10.1038/s41467/018/04645/3
2829,CCCOC(=O)[C@]1(N[S](=O)(=O)Oc2ccccc12)\C=C\c3ccccc3,18.3,1.0,0.1,10.1038/s41467/018/04645/3
2830,Cc1ccc2c(NC(=O)[C@]23CCOC3)c1,19.7,1.0,0.05,10.1002/anie.202015175
2831,Cc1ccc2c(NC(=O)[C@@]23CCOC3)c1,18.3,1.0,0.05,10.1002/anie.202015175
2832,C[S](=O)(=O)N1[C@H](C=Cc2ccccc12)c3cccc(Cl)c3,21.9,0.5,0.1,10.1002/anie.201909479
2833,C[S](=O)(=O)N1[C@@H](C=Cc2ccccc12)c3cccc(Cl)c3,18.3,0.5,0.1,10.1002/anie.201909479
2834,COC(=O)c1ccc(cc1)[C@@H](c2ccccc2C#N)C(F)(F)F,12.48,0.8,0.05,10.1002/anie.202008262
2835,COC(=O)c1ccc(cc1)[C@H](c2ccccc2C#N)C(F)(F)F,18.32,0.8,0.05,10.1002/anie.202008262
2836,CC(C)c1ccc(cc1)[C@H](C#Cc2ccccc2)c3ccc4n(ccc4c3)C(=O)OC(C)(C)C,13.49,0.8,0.005,10.1021/jacs.1c09742
2837,CC(C)c1ccc(cc1)[C@@H](C#Cc2ccccc2)c3ccc4n(ccc4c3)C(=O)OC(C)(C)C,18.35,0.8,0.005,10.1021/jacs.1c09742
2838,O[C@]1(C#Cc2ccccc2)C(=O)Nc3c(Cl)ccc(Cl)c13,11.53,1.0,0.15,10.1021/acs.orglett.0c01486
2839,O[C@@]1(C#Cc2ccccc2)C(=O)Nc3c(Cl)ccc(Cl)c13,18.4,1.0,0.15,10.1021/acs.orglett.0c01486
2840,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2C(=C)[C@H](c3ccc(Br)cc3)c4c(C)oc(c5ccccc5)c24)c6ccccc6,14.24,0.8,0.1,10.1002/anie.201507165
2841,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2C(=C)[C@H](c3ccc(Br)cc3)c4c(C)oc(c5ccccc5)c24)c6ccccc6,18.4,0.8,0.1,10.1002/anie.201507165
2842,CCc1ccc(\C=C\[C@H]2N[S](=O)(=O)Oc3ccccc23)cc1,17.0,1.0,0.1,10.1016/j.tetlet.2018.03.026
2843,CCc1ccc(\C=C\[C@@H]2N[S](=O)(=O)Oc3ccccc23)cc1,18.4,1.0,0.1,10.1016/j.tetlet.2018.03.026
2844,C[C@H]1CC(=O)N(N=C1c2ccccc2F)[S](=O)(=O)c3ccc(cc3)[N+]([O-])=O,20.2,0.7,0.3,10.1039/D1SC01891D
2845,C[C@@H]1CC(=O)N(N=C1c2ccccc2F)[S](=O)(=O)c3ccc(cc3)[N+]([O-])=O,18.4,0.7,0.3,10.1039/D1SC01891D
2846,CCOC(=O)CCC[C@@H](O)CCCOC,17.46,1.0,0.02,10.1021/ja510990v
2847,CCOC(=O)CCC[C@H](O)CCCOC,18.43,1.0,0.02,10.1021/ja510990v
2848,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H](\C=C\c3ccccc3)C=C2c4ccccc4,21.39,0.8,0.1,10.1021/jacs.6b00386
2849,Cc1ccc(cc1)[S](=O)(=O)N2C[C@H](\C=C\c3ccccc3)C=C2c4ccccc4,18.43,0.8,0.1,10.1021/jacs.6b00386
2850,Oc1cccc(c1)c2ccc3CC[C@](Cc4ccccc4)(C#N)c3n2,11.814,1.0,0.2,10.1002/anie.202105452
2851,Oc1cccc(c1)c2ccc3CC[C@@](Cc4ccccc4)(C#N)c3n2,18.464,1.0,0.2,10.1002/anie.202105452
2852,CC(C)Cc1ccc(cc1)[C@@H]2CC(=O)c3ccccc3N2,22.933,0.3,0.2,10.1039/D1QO01310F
2853,CC(C)Cc1ccc(cc1)[C@H]2CC(=O)c3ccccc3N2,18.476,0.3,0.2,10.1039/D1QO01310F
2854,C[C@@]1(C=C)N(c2ccccc2)C(=O)c3ccccc13,19.6,0.5,0.1,10.1002/anie.201203693
2855,C[C@]1(C=C)N(c2ccccc2)C(=O)c3ccccc13,18.5,0.5,0.1,10.1002/anie.201203693
2856,O=C1[C@H](CC2CCCC2)Oc3ccccc3N1Cc4ccccc4,22.8,0.5,0.05,10.1021/acs.orglett.1c01701
2857,O=C1[C@@H](CC2CCCC2)Oc3ccccc3N1Cc4ccccc4,18.5,0.5,0.05,10.1021/acs.orglett.1c01701
2858,Cc1ccc(cc1)[S](=O)(=O)N[C@H]2CCCC2(C)C,26.1,0.85,0.07,10.1021/ja5075745
2859,Cc1ccc(cc1)[S](=O)(=O)N[C@@H]2CCCC2(C)C,18.5,0.85,0.07,10.1021/ja5075745
2860,COc1ccc(cc1)[C@@H]2NCC(=O)N[C@@H]2c3ccc(OC)cc3,35.4,0.7,0.3,10.1039/D1QO01144H
2861,Cc1ccccc1C2=C3N([C@H]4C=CCC[C@@H]24)[S](=O)(=O)c5ccccc35,21.48,0.5,0.1,10.1021/acs.orglett.6b03529
2862,FC(F)(F)[C@H](CC(=O)c1ccc(Br)cc1)N2N=CC=CC2=O,11.43,1.0,0.2,10.1016/j.isci.2020.101138
2863,FC(F)(F)[C@@H](CC(=O)c1ccc(Br)cc1)N2N=CC=CC2=O,18.57,1.0,0.2,10.1016/j.isci.2020.101138
2864,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2c3c(oc(C)c3[C@@H](c4ccccc4)[C@]2(O)CO)c5ccccc5)c6ccccc6,14.21,0.8,0.3,10.1002/anie.201507165
2865,Cc1ccc(cc1)[S](=O)(=O)N2C[C@H](C(=C)[C@@H]2N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)C(=C)c5ccccc5,15.36,0.8,0.2,10.1002/anie.201605530
2866,C=C[C@@H]1COC(=O)[C@@]12CCC(=N2)\C=C\c3ccccc3,16.5,1.0,0.03,10.1002/anie.202111842
2867,Fc1ccc(C[C@@H]2CN(Cc3ccccc3)C2=O)cc1,20.6,1.0,0.05,10.1002/CJOC.201800088
2868,Fc1ccc(C[C@H]2CN(Cc3ccccc3)C2=O)cc1,18.6,1.0,0.05,10.1002/CJOC.201800088
2869,CCO[P](=O)(OCC)[C@@]12CC(=CC(=O)N1[S](=O)(=O)c3ccc(F)cc23)c4ccccc4,23.2,0.4,0.3,10.1021/acs.orglett.8b02707
2870,CCO[P](=O)(OCC)[C@]12CC(=CC(=O)N1[S](=O)(=O)c3ccc(F)cc23)c4ccccc4,18.6,0.4,0.3,10.1021/acs.orglett.8b02707
2871,CCO[P](=O)(OCC)[C@@]12CC(=CC(=O)N1[S](=O)(=O)c3ccccc23)c4ccc5ccccc5c4,23.9,0.4,0.3,10.1021/acs.orglett.8b02707
2872,CCO[P](=O)(OCC)[C@]12CC(=CC(=O)N1[S](=O)(=O)c3ccccc23)c4ccc5ccccc5c4,18.6,0.4,0.3,10.1021/acs.orglett.8b02707
2873,FC(F)(F)[C@@H](CC(=O)c1ccc(I)cc1)N2N=CC=CC2=O,11.318,1.0,0.2,10.1016/j.isci.2020.101138
2874,FC(F)(F)[C@H](CC(=O)c1ccc(I)cc1)N2N=CC=CC2=O,18.69,1.0,0.2,10.1016/j.isci.2020.101138
2875,CCOC[C@@H](C)C(O)=O,17.39,1.0,0.02,10.1002/anie.201204363
2876,CCOC[C@H](C)C(O)=O,18.69,1.0,0.02,10.1002/anie.201204363
2877,C[C@]1(CC#C[Si](C)(C)C)CN(Cc2ccccc2)C(=O)c3ccccc13,12.2,1.0,0.1,10.1021/acs.orglett.1c00974
2878,C[C@@]1(CC#C[Si](C)(C)C)CN(Cc2ccccc2)C(=O)c3ccccc13,18.7,1.0,0.1,10.1021/acs.orglett.1c00974
2879,O[C@H]([C@@H](C=C)c1ccc2ccccc2c1)c3ccc(cc3)[N+]([O-])=O,15.1,1.0,0.1,10.1021/acs.orglett.6b03378
2880,FC(F)(F)[C@@H](CC(=O)c1ccc(Cl)cc1)C(=C)C(=O)c2ccc(Br)cc2,16.0,1.0,0.1,10.1002/adsc.201700666
2881,FC(F)(F)[C@H](CC(=O)c1ccc(Cl)cc1)C(=C)C(=O)c2ccc(Br)cc2,18.7,1.0,0.1,10.1002/adsc.201700666
2882,C[C@@]1(COc2ccccc12)CC#CC3=CCCCC3,20.4,0.5,0.005,10.1002/anie.201913367
2883,C[C@]1(COc2ccccc12)CC#CC3=CCCCC3,18.7,0.5,0.005,10.1002/anie.201913367
2884,Cc1cc(C)c(c(C)c1)[S](=O)(=O)N2CCc3c([nH]c4ccccc34)[C@H]2C=C,21.17,0.6,0.1,10.1002/anie.201709595
2885,Cc1cc(C)c(c(C)c1)[S](=O)(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2C=C,18.7,0.6,0.1,10.1002/anie.201709595
2886,Clc1ccc(C[C@@H]2CN(Cc3ccccc3)C2=O)cc1,21.2,1.0,0.05,10.1002/CJOC.201800088
2887,Clc1ccc(C[C@H]2CN(Cc3ccccc3)C2=O)cc1,18.7,1.0,0.05,10.1002/CJOC.201800088
2888,FC(F)(F)Oc1ccc(cc1)C2=C3N([C@H]4C=CCC[C@@H]24)[S](=O)(=O)c5ccccc35,24.62,0.5,0.1,10.1021/acs.orglett.6b03529
2889,CC1(C)CO[C@](C)(C1)[C@@]2(N=C(OC2=O)c3ccccc3)c4ccccc4,11.04,1.0,0.03,10.1016/j.tetlet.2011.08.123
2890,CN1C(=O)[C@]2(C=CC(=C)c3ccccc23)c4cc(F)ccc14,14.4,0.7,0.05,10.1021/acscatal.1c05008
2891,CN1C(=O)[C@@]2(C=CC(=C)c3ccccc23)c4cc(F)ccc14,18.8,0.7,0.05,10.1021/acscatal.1c05008
2892,COC(=O)[C@@](C)(N)[C@H](C=C)c1ccc(Cl)cc1,20.0,1.0,0.05,10.1021/jacs.8b00187
2893,COC(=O)[C@@](C)(N)[C@H](C=C)c1ccc(Cl)cc1,20.0,1.0,0.05,10.1021/jacs.8b00187
2894,C[S](=O)(=O)N1[C@H](C=Cc2cc(Br)ccc12)c3ccccc3,20.7,0.5,0.1,10.1002/anie.201909479
2895,C[S](=O)(=O)N1[C@@H](C=Cc2cc(Br)ccc12)c3ccccc3,18.8,0.5,0.1,10.1002/anie.201909479
2896,C1Cc2ccccc2[C@H](N1)c3ccc4ccccc4c3,25.9,0.7,0.3,10.1021/jacs.5b06659
2897,C1Cc2ccccc2[C@@H](N1)c3ccc4ccccc4c3,18.8,0.7,0.3,10.1021/jacs.5b06659
2898,CC(C)(C)[P@@](=O)(c1ccccc1)\C(=C\c2ccccc2)c3ccccc3,12.01,1.0,0.15,10.1002/anie.202009358
2899,CC(C)(C)[P@](=O)(c1ccccc1)\C(=C\c2ccccc2)c3ccccc3,18.83,1.0,0.15,10.1002/anie.202009358
2900,CC(C)(C)[S](=O)(=O)N[C@]1(C(=O)N(Cc2c(Cl)cccc2Cl)c3ccccc13)c4ccc(Cl)cc4,11.73,0.5,0.3,10.1021/acs.orglett.5b03458
2901,CC(C)(C)[S](=O)(=O)N[C@@]1(C(=O)N(Cc2c(Cl)cccc2Cl)c3ccccc13)c4ccc(Cl)cc4,18.84,0.5,0.3,10.1021/acs.orglett.5b03458
2902,Oc1ccc(Br)cc1[C@@H](c2[nH]c3ccccc3c2CCC(=O)Sc4ccccc4)c5ccccc5,15.54,1.0,0.1,10.1039/D0SC06162J
2903,Oc1ccc(Br)cc1[C@H](c2[nH]c3ccccc3c2CCC(=O)Sc4ccccc4)c5ccccc5,18.84,1.0,0.1,10.1039/D0SC06162J
2904,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H](C=C)N(c3cc(F)ccc3C2=O)[S](C)(=O)=O,10.5,1.0,0.3,10.1021/acscatal.1c04541
2905,Cc1ccc(cc1)[S](=O)(=O)N2C[C@H](C=C)N(c3cc(F)ccc3C2=O)[S](C)(=O)=O,18.87,1.0,0.3,10.1021/acscatal.1c04541
2906,CCOC(=O)[C@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccc(C)cc2,13.7,1.0,0.2,10.1002/anie.201508108
2907,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C(=C)C(=O)c2ccc(C)cc2,18.9,1.0,0.2,10.1002/anie.201508108
2908,COC(=O)N1CC[C@]2(C1)C(=O)Nc3ccccc23,15.9,1.0,0.1,10.1002/anie.202015175
2909,COC(=O)N1CC[C@@]2(C1)C(=O)Nc3ccccc23,18.9,1.0,0.1,10.1002/anie.202015175
2910,C1[C@@H](O[C@@H]2Oc3ccccc3[C@H]12)c4ccc5occc5c4,16.9,0.8,0.05,10.1039/D0SC01391A
2911,CCOc1ccc2nc(S[C@@H]3[C@H](Cc4ccccc34)N[S](=O)(=O)c5ccc(C)cc5)sc2c1,29.0,1.0,0.2,10.1021/acs.orglett.0c04074
2912,COc1ccc(cc1OC)[C@H]2CC(=O)c3cc4OCOc4cc3C25OCCO5,30.1,0.8,0.3,10.1016/j.tetlet.2016.03.072
2913,COc1ccc(cc1OC)[C@@H]2CC(=O)c3cc4OCOc4cc3C25OCCO5,18.9,0.8,0.3,10.1016/j.tetlet.2016.03.072
2914,Cc1ccc(cc1)[S](=O)(=O)N[C@H]2Cc3ccccc3N[C@H]2c4cccnc4,65.3,0.7,0.3,10.1021/ol500954j
2915,Cc1ccc(cc1)[S](=O)(=O)N[C@@H]2Cc3ccccc3N[C@H]2c4cccnc4,18.9,0.7,0.3,10.1021/ol500954j
2916,CCOC(=O)[C@@H](CC(=O)c1sc2ccccc2c1)N3N=CC=CC3=O,16.57,1.0,0.3,10.1016/j.isci.2020.101138
2917,CCOC(=O)[C@H](CC(=O)c1sc2ccccc2c1)N3N=CC=CC3=O,18.92,1.0,0.3,10.1016/j.isci.2020.101138
2918,COc1ccc2N([C@@H](CN(C(=O)c2c1)[S](=O)(=O)c3ccc(C)cc3)C=C)[S](C)(=O)=O,12.84,1.0,0.3,10.1021/acscatal.1c04541
2919,COc1ccc2N([C@H](CN(C(=O)c2c1)[S](=O)(=O)c3ccc(C)cc3)C=C)[S](C)(=O)=O,18.93,1.0,0.3,10.1021/acscatal.1c04541
2920,CC[C@H](C)C(O)=O,17.23,1.0,0.05,10.1039/C6SC03764J
2921,CC[C@@H](C)C(O)=O,18.94,1.0,0.05,10.1039/C6SC03764J
2922,CCOC(=O)[C@@H](CC(=O)c1ccc(cc1)C#N)N2N=CC=CC2=O,15.97,1.0,0.3,10.1016/j.isci.2020.101138
2923,CCOC(=O)[C@H](CC(=O)c1ccc(cc1)C#N)N2N=CC=CC2=O,18.99,1.0,0.3,10.1016/j.isci.2020.101138
2924,Cc1ccc(cc1)[C@@H]2[C@H](C=C(N(C2=O)[S](=O)(=O)c3ccc(C)cc3)c4ccccc4)c5ccccc5,41.9,0.75,0.2,10.1021/ol300676w
2925,COc1ccc2NC(=O)[C@@]3(CCN(C3)C(=O)OC(C)(C)C)c2c1,12.1,1.0,0.1,10.1002/anie.202015175
2926,COc1ccc2NC(=O)[C@]3(CCN(C3)C(=O)OC(C)(C)C)c2c1,19.0,1.0,0.1,10.1002/anie.202015175
2927,CCOC(=O)[C@@H](CC(=O)c1occc1)C(=C)C(=O)c2ccc(C)cc2,12.6,1.0,0.2,10.6023/A16070358
2928,CCOC(=O)[C@H](CC(=O)c1occc1)C(=C)C(=O)c2ccc(C)cc2,19.0,1.0,0.2,10.6023/A16070358
2929,CN1C(=O)[C@]2(C=CC(=C)c3ccccc23)c4ccc(cc14)c5ccc6OCOc6c5,14.2,0.7,0.2,10.1021/acscatal.1c05008
2930,CN1C(=O)[C@@]2(C=CC(=C)c3ccccc23)c4ccc(cc14)c5ccc6OCOc6c5,19.0,0.7,0.2,10.1021/acscatal.1c05008
2931,CCOC(=O)[C@H](CC(=O)c1ccc(F)cc1)C(=C)C(C)=O,16.7,1.0,0.1,10.1002/anie.201508108
2932,CCOC(=O)[C@@H](CC(=O)c1ccc(F)cc1)C(=C)C(C)=O,19.0,1.0,0.1,10.1002/anie.201508108
2933,OC[C@]1(\C=C\c2ccccc2)C(=O)N(COCc3ccccc3)c4cc(Cl)cc(Cl)c14,16.9,0.8,0.1,10.31635/ccschem.019.20190064
2934,OC[C@@]1(\C=C\c2ccccc2)C(=O)N(COCc3ccccc3)c4cc(Cl)cc(Cl)c14,19.0,0.8,0.1,10.31635/ccschem.019.20190064
2935,Cc1ccc(\C=C\[C@H]2N[S](=O)(=O)Oc3ccccc23)cc1,17.9,1.0,0.1,10.1016/j.tetlet.2018.03.026
2936,Cc1ccc(\C=C\[C@@H]2N[S](=O)(=O)Oc3ccccc23)cc1,19.0,1.0,0.1,10.1016/j.tetlet.2018.03.026
2937,CC(N(CC1=CC=CC=C1)CC[C@H](C2=CC=C(Br)C=C2)O)=O,22.3,1.0,0.1,10.1002/adsc.201500653
2938,CC(N(CC1=CC=CC=C1)CC[C@@H](C2=CC=C(Br)C=C2)O)=O,19.0,1.0,0.1,10.1002/adsc.201500653
2939,COc1ccc(cc1OC)[C@H]2CC(=O)c3ccccc3C24OCCO4,24.7,1.0,0.1,10.1016/j.tetlet.2016.03.072
2940,COc1ccc(cc1OC)[C@@H]2CC(=O)c3ccccc3C24OCCO4,19.0,1.0,0.1,10.1016/j.tetlet.2016.03.072
2941,Cc1cc(C)c2N(Cc3ccccc3)C(=O)[C@]4(OC(=Nc5nc6ccccc6n45)c7ccccc7)c2c1,31.8,1.0,0.3,10.1002/anie.202016506
2942,Cc1cc(C)c2N(Cc3ccccc3)C(=O)[C@@]4(OC(=Nc5nc6ccccc6n45)c7ccccc7)c2c1,19.0,1.0,0.3,10.1002/anie.202016506
2943,COc1ccc(cc1)[C@H]2CC(=O)n3c(cc4ccccc34)C=C2[N+]([O-])=O,38.7,0.7,0.2,10.1002/anie.201810879
2944,COc1ccc(cc1)[C@@H]2CC(=O)n3c(cc4ccccc34)C=C2[N+]([O-])=O,19.0,0.7,0.2,10.1002/anie.201810879
2945,CC(C)C[P@@](=O)(c1ccccc1)c2ccccc2Cl,10.4,1.0,0.1,10.1021/jacs.9b11938
2946,CC(C)C[P@](=O)(c1ccccc1)c2ccccc2Cl,19.06,1.0,0.1,10.1021/jacs.9b11938
2947,C[C@@]1(CN(Cc2ccccc2)C(=O)c3ccccc13)CC4=CCCC4,11.8,1.0,0.1,10.1021/acs.orglett.1c00974
2948,C[C@]1(CN(Cc2ccccc2)C(=O)c3ccccc13)CC4=CCCC4,19.1,1.0,0.1,10.1021/acs.orglett.1c00974
2949,Oc1ccc(cc1)[C@@]2(CCCCC2=O)c3ccc(C=O)cc3,15.7,1.0,0.15,10.1021/jacs.9b07514
2950,Oc1ccc(cc1)[C@]2(CCCCC2=O)c3ccc(C=O)cc3,19.1,1.0,0.15,10.1021/jacs.9b07514
2951,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c4ccccc4)n5ccc6cc(ccc56)C(=O)OC)sc2c1,17.1,1.0,0.1,10.1002/anie.201712395
2952,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c4ccccc4)n5ccc6cc(ccc56)C(=O)OC)sc2c1,19.1,1.0,0.1,10.1002/anie.201712395
2953,Clc1cccc(c1)[S@](=O)Cc2ccccc2,17.8,1.0,0.05,10.1021/jacs.8b00178
2954,Clc1cccc(c1)[S@@](=O)Cc2ccccc2,19.1,1.0,0.05,10.1021/jacs.8b00178
2955,CC(C)[C@@]1(N[S](=O)(=O)c2ccccc12)c3ccccc3,18.0,0.5,0.5,10.1002/anie.201302861
2956,CC(C)[C@]1(N[S](=O)(=O)c2ccccc12)c3ccccc3,19.1,0.5,0.5,10.1002/anie.201302861
2957,CON1C(=O)c2cc(OC)ccc2[C@]1(C)C=C,22.6,0.5,0.1,10.1002/anie.201203693
2958,CON1C(=O)c2cc(OC)ccc2[C@@]1(C)C=C,19.1,0.5,0.1,10.1002/anie.201203693
2959,C[S](=O)(=O)N1[C@H](C=Cc2ccccc12)c3occc3,22.7,0.5,0.1,10.1002/anie.201909479
2960,C[S](=O)(=O)N1[C@@H](C=Cc2ccccc12)c3occc3,19.1,0.5,0.1,10.1002/anie.201909479
2961,CCC[P@](=O)(/C=C/c1ccccc1Br)c2ccccc2C,17.16,1.0,0.1,10.1002/anie.202009358
2962,CCC[P@@](=O)(/C=C/c1ccccc1Br)c2ccccc2C,19.16,1.0,0.1,10.1002/anie.202009358
2963,COc1ccc2C(=O)N(C[C@H](Oc2c1)C=C)[S](=O)(=O)c3ccc(C)cc3,29.85,1.0,0.3,10.1021/acscatal.1c04541
2964,COc1ccc2C(=O)N(C[C@@H](Oc2c1)C=C)[S](=O)(=O)c3ccc(C)cc3,19.17,1.0,0.3,10.1021/acscatal.1c04541
2965,COC(=O)[C@@](N)([C@H](C=C)c1ccccc1)c2ccc(Cl)cc2,13.6,0.5,0.05,10.1021/jacs.8b00187
2966,COc1ccc(CN2C[C@](C)(CC#Cc3ccccc3)c4ccccc4C2=O)cc1,14.2,1.0,0.1,10.1002/anie.201913367
2967,COc1ccc(CN2C[C@@](C)(CC#Cc3ccccc3)c4ccccc4C2=O)cc1,19.2,1.0,0.1,10.1002/anie.201913367
2968,CC(=O)N(CC[C@@H](O)c1occc1)Cc2ccccc2,21.0,1.0,0.1,10.1002/adsc.201500653
2969,CC(=O)N(CC[C@H](O)c1occc1)Cc2ccccc2,19.2,1.0,0.1,10.1002/adsc.201500653
2970,OC[C@@](O)(CSc1sc2ccccc2n1)C(F)(F)F,21.9,1.0,0.1,10.1002/anie.201300188
2971,OC[C@](O)(CSc1sc2ccccc2n1)C(F)(F)F,19.2,1.0,0.1,10.1002/anie.201300188
2972,CC(=O)N(CC[C@@H](O)c1ccccc1)Cc2ccccc2,22.8,1.0,0.1,10.1002/adsc.201500653
2973,CC(=O)N(CC[C@H](O)c1ccccc1)Cc2ccccc2,19.2,1.0,0.1,10.1002/adsc.201500653
2974,CCOC(=O)[C@@]1(N[S](=O)(=O)c2c3ccccc3ccc12)[C@H](N=C(c4ccccc4)c5ccccc5)C(=O)OC(C)(C)C,75.5,1.0,0.2,10.1002/adsc.201800850
2975,O[C@H](Cc1ccccc1)[C@@H]2CCCN(Cc3ccccc3)C2=O,26.85,1.0,0.1,10.1021/acs.orglett.6b03397
2976,CC(C)(C)[P@](=O)(Cc1cccc(c1)[P@](=O)(c2ccccc2)C(C)(C)C)c3ccccc3,8.08,1.0,0.15,10.1002/anie.202111957
2977,CC(C)(C)[P@@](=O)(Cc1cccc(c1)[P@](=O)(c2ccccc2)C(C)(C)C)c3ccccc3,19.23,1.0,0.15,10.1002/anie.202111957
2978,CC(=O)N1[C@H]2CC(=C/N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)/[C@H](C=C2c5ccccc15)c6ccccc6,15.71,0.8,0.3,10.1039/C5SC01827G
2979,CC(=O)N1[C@@H]2CC(=C/N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)/[C@H](C=C2c5ccccc15)c6ccccc6,19.29,0.8,0.3,10.1039/C5SC01827G
2980,Cc1ccc(cc1)C(=O)C(=C)[C@H](CC(=O)c2ccc(Cl)cc2)C(F)(F)F,17.5,1.0,0.1,10.1002/adsc.201700666
2981,Cc1ccc(cc1)C(=O)C(=C)[C@@H](CC(=O)c2ccc(Cl)cc2)C(F)(F)F,19.3,1.0,0.1,10.1002/adsc.201700666
2982,COc1ccc(O[C@@H](CO)CSc2sc3ccccc3n2)cc1,21.7,1.0,0.1,10.1002/anie.201300188
2983,COc1ccc(O[C@H](CO)CSc2sc3ccccc3n2)cc1,19.3,1.0,0.1,10.1002/anie.201300188
2984,C[S](=O)(=O)N1[C@H](CC(=O)c2ccccc12)c3ccccc3,22.8,0.5,0.2,10.1002/anie.201909479
2985,C[S](=O)(=O)N1[C@@H](CC(=O)c2ccccc12)c3ccccc3,19.3,0.5,0.2,10.1002/anie.201909479
2986,Cc1ccc(cc1)C2=C3N([C@H]4C=CCC[C@@H]24)[S](=O)(=O)c5ccccc35,26.75,0.5,0.1,10.1021/acs.orglett.6b03529
2987,C[C@@H]1CC(=O)c2ccccc2N1,18.157,0.8,0.1,10.1039/D1QO01310F
2988,C[C@H]1CC(=O)c2ccccc2N1,19.374,0.8,0.1,10.1039/D1QO01310F
